0.000000000000000000e+00,3.658838139380110022e+01,0.000000000000000000e+00
3.700000000000000000e+01,7.400000000000000000e+01,2.229729729729729715e-01
7.400000000000000000e+01,1.120000000000000000e+02,1.418918918918919136e-01
1.120000000000000000e+02,1.490000000000000000e+02,7.432432432432431457e-02
1.490000000000000000e+02,1.870000000000000000e+02,4.391891891891890054e-02
1.870000000000000000e+02,2.240000000000000000e+02,5.067567567567569237e-02
2.240000000000000000e+02,2.620000000000000000e+02,2.364864864864865690e-02
2.620000000000000000e+02,2.990000000000000000e+02,1.689189189189187201e-02
2.990000000000000000e+02,3.360000000000000000e+02,0.000000000000000000e+00
3.360000000000000000e+02,3.740000000000000000e+02,0.000000000000000000e+00
3.740000000000000000e+02,4.110000000000000000e+02,0.000000000000000000e+00
4.110000000000000000e+02,4.490000000000000000e+02,0.000000000000000000e+00
4.490000000000000000e+02,4.860000000000000000e+02,0.000000000000000000e+00
4.860000000000000000e+02,5.240000000000000000e+02,3.378378378378384637e-03
5.240000000000000000e+02,5.610000000000000000e+02,1.013513513513510968e-02
5.610000000000000000e+02,5.990000000000000000e+02,3.378378378378379867e-03
5.990000000000000000e+02,6.360000000000000000e+02,6.756756756756759734e-03
6.360000000000000000e+02,6.740000000000000000e+02,1.351351351351351947e-02
6.740000000000000000e+02,7.110000000000000000e+02,6.756756756756759734e-03
7.110000000000000000e+02,7.490000000000000000e+02,1.351351351351351947e-02
7.490000000000000000e+02,7.860000000000000000e+02,1.351351351351351947e-02
7.860000000000000000e+02,8.240000000000000000e+02,2.027027027027021935e-02
8.240000000000000000e+02,8.610000000000000000e+02,1.689189189189189977e-02
8.610000000000000000e+02,8.990000000000000000e+02,3.716216216216217810e-02
8.990000000000000000e+02,9.360000000000000000e+02,2.702702702702703894e-02
9.360000000000000000e+02,9.740000000000000000e+02,3.040540540540541750e-02
9.740000000000000000e+02,1.011000000000000000e+03,5.067567567567569237e-02
1.011000000000000000e+03,1.049000000000000000e+03,6.418918918918921357e-02
1.049000000000000000e+03,1.086000000000000000e+03,4.054054054054054973e-02
1.086000000000000000e+03,1.124000000000000000e+03,3.378378378378379954e-02
1.124000000000000000e+03,1.161000000000000000e+03,3.378378378378379954e-02
