0.000000000000000000e+00,4.252153192826769867e+01,0.000000000000000000e+00
4.300000000000000000e+01,5.200000000000000000e+01,1.433691756272401432e-03
5.200000000000000000e+01,6.200000000000000000e+01,2.150537634408602149e-03
6.200000000000000000e+01,7.200000000000000000e+01,5.376344086021505805e-03
7.200000000000000000e+01,8.200000000000000000e+01,6.810035842293902034e-03
8.200000000000000000e+01,9.200000000000000000e+01,1.648745519713263122e-02
9.200000000000000000e+01,1.020000000000000000e+02,3.189964157706095399e-02
1.020000000000000000e+02,1.120000000000000000e+02,3.333333333333326348e-02
1.120000000000000000e+02,1.220000000000000000e+02,4.767025089605738536e-02
1.220000000000000000e+02,1.320000000000000000e+02,6.344086021505382367e-02
1.320000000000000000e+02,1.420000000000000000e+02,6.344086021505382367e-02
1.420000000000000000e+02,1.520000000000000000e+02,8.207885304659481851e-02
1.520000000000000000e+02,1.620000000000000000e+02,7.347670250896062849e-02
1.620000000000000000e+02,1.720000000000000000e+02,6.774193548387101582e-02
1.720000000000000000e+02,1.820000000000000000e+02,6.487455197132602214e-02
1.820000000000000000e+02,1.920000000000000000e+02,5.878136200716850557e-02
1.920000000000000000e+02,2.020000000000000000e+02,5.519713261648748898e-02
2.020000000000000000e+02,2.120000000000000000e+02,5.555555555555559410e-02
2.120000000000000000e+02,2.220000000000000000e+02,4.802867383512548355e-02
2.220000000000000000e+02,2.320000000000000000e+02,3.082437275985656575e-02
2.320000000000000000e+02,2.420000000000000000e+02,3.655913978494626515e-02
2.420000000000000000e+02,2.520000000000000000e+02,3.189964157706095399e-02
2.520000000000000000e+02,2.620000000000000000e+02,3.189964157706095399e-02
2.620000000000000000e+02,2.710000000000000000e+02,2.974910394265226424e-02
2.710000000000000000e+02,2.810000000000000000e+02,2.329749103942660785e-02
2.810000000000000000e+02,2.910000000000000000e+02,1.648745519713258265e-02
2.910000000000000000e+02,3.010000000000000000e+02,7.168458781362034050e-03
3.010000000000000000e+02,3.110000000000000000e+02,8.602150537634389513e-03
3.110000000000000000e+02,3.210000000000000000e+02,4.301075268817194756e-03
3.210000000000000000e+02,3.310000000000000000e+02,7.168458781362033183e-04
3.310000000000000000e+02,3.410000000000000000e+02,7.168458781361991983e-04
