0.000000000000000000e+00,6.383323579501124101e+01,0.000000000000000000e+00
6.400000000000000000e+01,7.400000000000000000e+01,7.153075822603720659e-04
7.400000000000000000e+01,8.400000000000000000e+01,1.072961373390557069e-03
8.400000000000000000e+01,9.400000000000000000e+01,3.934191702432048368e-03
9.400000000000000000e+01,1.040000000000000000e+02,1.108726752503577141e-02
1.040000000000000000e+02,1.140000000000000000e+02,2.110157367668095973e-02
1.140000000000000000e+02,1.240000000000000000e+02,3.469241773962801478e-02
1.240000000000000000e+02,1.340000000000000000e+02,4.613733905579402161e-02
1.340000000000000000e+02,1.450000000000000000e+02,4.756795422031476900e-02
1.450000000000000000e+02,1.550000000000000000e+02,7.689556509299004528e-02
1.550000000000000000e+02,1.650000000000000000e+02,7.546494992846908278e-02
1.650000000000000000e+02,1.750000000000000000e+02,6.938483547925612671e-02
1.750000000000000000e+02,1.850000000000000000e+02,8.047210300429190333e-02
1.850000000000000000e+02,1.950000000000000000e+02,6.580829756795426866e-02
1.950000000000000000e+02,2.050000000000000000e+02,6.294706723891259348e-02
2.050000000000000000e+02,2.150000000000000000e+02,5.722460658082979129e-02
2.150000000000000000e+02,2.250000000000000000e+02,5.078683834048645235e-02
2.250000000000000000e+02,2.350000000000000000e+02,4.399141630901290401e-02
2.350000000000000000e+02,2.450000000000000000e+02,3.934191702432048715e-02
2.450000000000000000e+02,2.550000000000000000e+02,3.612303290414870666e-02
2.550000000000000000e+02,2.660000000000000000e+02,3.791130185979974671e-02
2.660000000000000000e+02,2.760000000000000000e+02,3.469241773962796621e-02
2.760000000000000000e+02,2.860000000000000000e+02,2.718168812589407540e-02
2.860000000000000000e+02,2.960000000000000000e+02,2.610872675250366926e-02
2.960000000000000000e+02,3.060000000000000000e+02,1.430615164520740966e-02
3.060000000000000000e+02,3.160000000000000000e+02,1.430615164520748946e-02
3.160000000000000000e+02,3.260000000000000000e+02,1.037195994277537170e-02
3.260000000000000000e+02,3.360000000000000000e+02,6.795422031473518851e-03
3.360000000000000000e+02,3.460000000000000000e+02,1.788268955650926207e-03
3.460000000000000000e+02,3.560000000000000000e+02,1.072961373390561839e-03
3.560000000000000000e+02,3.660000000000000000e+02,7.153075822603704396e-04
